52,185 77,241 214,460 539,327
114,303 201,229 624,143 554,355
560,207 227,182 261,7 493,150
71,335 500,290 516,202 574,462
494,26 260,392 504,397 545,33
157,135 470,158 31,109 639,13
225,139 187,349 430,394 292,111
426,16 106,205 479,460 488,55
630,401 204,50 313,63 196,177
475,288 487,472 81,336 3,288
6,391 293,337 19,425 337,178
463,448 75,233 168,271 25,455
329,364 302,134 87,64 242,236
405,167 8,240 459,417 418,28
352,238 348,225 551,13 238,441
428,51 154,331 506,394 401,324
432,32 272,114 203,387 464,422
338,261 544,208 635,193 623,39
266,461 164,198 33,14 183,21
498,277 140,285 82,147 266,295
387,121 273,4 90,316 386,329
177,242 141,223 248,368 452,332
603,211 596,42 537,26 514,423
78,441 556,91 2,47 614,396
451,120 370,159 318,399 561,43
594,400 4,171 216,84 447,398
462,74 332,448 235,283 604,131
139,463 324,447 99,82 243,401
577,21 522,450 118,86 25,333
189,47 547,461 278,41 628,229
78,251 623,358 430,329 81,402
3,65 355,405 384,305 395,60
230,57 371,372 135,284 19,202
321,97 420,75 30,54 545,441
212,136 363,365 274,381 4,446
306,246 478,263 517,466 531,34
90,228 193,386 398,156 322,216
458,414 341,414 228,332 497,327
182,234 125,480 332,252 21,391
514,160 259,284 582,22 179,378
20,164 580,78 313,126 370,363
251,62 158,460 74,342 525,201
125,171 487,251 564,179 304,108
366,18 635,26 42,339 165,181
565,398 444,63 608,192 188,364
254,285 211,69 235,413 236,386
302,304 284,427 305,300 109,354
215,149 261,211 554,127 496,199
452,183 170,231 577,86 320,306
267,58 533,140 162,36 180,278
47,410 41,380 277,154 595,321
33,9 242,218 388,354 604,169
83,264 151,129 365,442 466,363
118,459 341,172 404,303 224,275
221,282 14,139 213,309 603,269
386,121 252,192 202,223 543,311
369,428 287,257 395,202 525,358
399,34 164,160 628,15 403,301
172,124 233,117 130,132 501,141
11,399 289,114 280,25 320,118
295,100 564,121 530,12 136,258
362,363 388,125 109,445 392,239
210,436 203,459 443,66 481,357
171,192 517,156 136,422 28,72
163,88 320,178 117,479 554,476
373,140 461,80 628,335 376,230
288,338 471,442 375,431 522,248
5,52 572,155 497,234 116,412
480,293 216,164 2,312 88,164
240,38 177,396 75,283 118,1
634,205 561,421 143,404 304,195
314,426 518,400 349,455 216,76
5,185 482,191 375,456 478,92
599,43 530,441 539,289 363,446
391,188 214,244 328,327 434,361
338,57 134,204 259,115 172,24
52,266 288,315 26,101 250,333
198,450 410,416 552,161 114,304
297,315 208,377 558,132 293,187
194,81 170,24 432,375 408,32
503,113 574,3 512,431 202,479
488,86 284,29 51,105 195,305
84,232 393,88 444,196 135,400
609,406 5,92 62,371 18,475
139,464 84,121 379,418 158,154
557,135 120,193 564,200 335,356
89,264 143,391 599,424 496,55
133,47 88,141 350,433 239,331
522,359 113,50 338,467 158,278
83,423 216,396 428,325 28,87
371,184 405,75 320,128 66,340
256,51 78,44 250,363 561,81
176,400 112,36 480,256 255,409
135,159 630,239 609,434 167,244
504,306 224,214 265,379 93,276
70,151 497,132 474,36 396,235
297,328 272,92 480,69 44,139
345,136 317,191 182,44 300,249
181,67 285,133 269,367 132,39
213,152 105,220 194,196 566,410
566,267 389,225 306,83 495,305
314,450 105,63 18,31 548,242
339,267 396,78 274,356 13,217
84,220 478,361 424,99 150,91
488,241 32,264 460,101 50,7
198,423 549,454 484,475 495,228
180,447 608,286 541,90 101,345
304,451 602,332 52,222 132,371
178,104 190,469 131,105 527,280
636,332 179,107 5,71 164,152
440,43 135,314 139,395 355,342
578,181 309,242 239,470 603,457
582,294 368,167 434,134 26,60
134,461 470,394 606,475 634,367
582,366 272,286 188,402 177,298
25,91 403,345 159,104 481,259
425,141 111,480 6,469 486,105
231,395 32,26 599,405 215,197
232,391 408,310 202,4 366,294
196,48 168,329 400,124 3,260
142,386 471,364 227,241 565,456
325,447 193,214 92,220 404,82
120,442 351,341 236,172 102,14
82,410 625,316 121,259 540,127
77,367 323,117 587,281 200,389
621,301 493,285 522,322 509,30
161,269 44,90 146,157 94,259
39,345 601,384 13,207 466,204
174,189 74,376 191,98 85,338
247,223 263,334 324,184 118,120
510,334 339,33 484,261 200,12
88,337 619,228 294,306 288,111
17,182 228,450 152,89 320,346
364,319 6,386 319,29 383,339
182,467 533,163 453,35 319,182
568,323 170,477 108,318 205,476
91,232 408,240 246,133 155,159
180,54 15,63 157,305 606,215
161,243 635,23 352,460 88,257
392,145 145,285 62,241 370,272
309,413 261,127 365,106 391,45
255,457 26,395 200,463 225,134
566,198 501,416 96,140 52,156
334,275 298,72 451,9 207,478
48,436 194,269 207,432 520,447
165,265 308,4 19,164 22,135
11,282 199,307 86,339 241,110
347,264 345,461 440,151 640,45
164,112 432,128 367,55 512,357
371,141 458,416 183,342 23,458
576,240 148,86 480,120 290,65
245,154 508,352 446,278 314,227
313,231 67,249 124,403 68,291
26,350 205,248 101,223 151,325
264,176 358,406 24,234 609,409
263,33 544,50 51,360 15,400
105,281 35,19 151,310 589,272
382,264 38,433 155,153 321,168
118,104 367,42 123,391 369,26
333,2 467,46 585,248 138,61
176,150 628,389 431,388 275,252
470,89 194,356 196,27 424,257
453,358 342,87 329,349 24,340
541,394 606,407 201,289 618,466
34,123 549,38 551,479 57,124
215,288 168,473 156,38 419,16
441,393 351,143 263,263 580,143
358,415 215,27 134,189 473,281
609,301 35,126 639,213 366,418
624,391 110,2 106,33 263,37
265,314 322,328 331,390 225,12
623,261 113,140 593,365 454,52
428,64 334,346 115,83 259,262
47,436 535,448 388,442 528,274
453,80 512,181 375,150 618,74
32,268 76,279 35,328 399,20
289,396 551,285 309,12 319,103
323,165 408,243 115,369 310,188
420,152 57,328 364,253 223,203
33,216 154,108 330,58 583,313
538,109 439,304 166,224 510,211
6,109 176,352 633,211 493,15
568,436 548,245 173,459 53,225
76,14 620,354 189,218 410,145
153,60 378,393 589,130 245,181
115,214 141,182 491,216 500,268
626,109 563,353 306,14 548,237
0,466 398,281 256,301 492,12
544,438 116,370 368,31 576,87
43,22 252,47 331,312 27,379
31,188 583,36 295,317 416,268
537,101 621,338 586,430 455,273
306,142 145,239 230,455 535,65
302,467 444,48 342,248 530,119
151,438 557,248 238,7 94,337
454,66 42,352 265,145 236,234
425,334 178,2 268,416 106,393
596,446 512,387 210,304 572,65
116,446 463,197 2,151 148,127
229,378 223,386 597,57 570,45
381,334 431,406 261,0 454,194
9,164 142,447 420,119 172,466
452,264 165,454 35,17 570,86
126,343 178,475 387,445 534,108
306,150 433,226 306,415 152,205
431,48 141,384 328,132 318,425
609,169 618,49 463,304 29,147
215,170 10,25 309,216 43,439
261,423 567,388 426,390 183,436
390,268 287,402 385,288 498,344
169,173 488,208 190,218 321,403
48,340 274,2 113,148 515,55
380,243 245,323 112,185 529,454
606,251 620,403 101,450 323,232
443,267 635,376 598,341 64,358
376,444 244,283 395,45 286,453
626,213 542,290 589,152 277,168
91,272 579,449 514,210 453,476
499,327 497,196 234,426 635,466
11,251 56,292 383,158 274,177
94,151 608,347 536,5 288,284
229,243 127,372 532,290 288,415
32,158 502,446 431,253 32,244
293,307 535,2 334,152 223,5
53,98 390,65 51,395 626,355
362,240 248,20 585,413 434,457
636,66 444,126 170,269 639,409
375,115 356,155 307,459 298,307
578,241 573,125 615,266 149,146
183,151 377,393 607,464 294,302
633,57 556,381 235,231 483,265
297,250 261,350 407,51 561,50
549,466 301,414 630,257 570,225
563,469 524,237 176,107 450,220
203,335 388,51 332,413 393,212
16,420 112,101 585,321 306,39
450,340 573,228 545,226 515,140
258,470 346,240 570,129 7,210
66,53 276,422 87,114 329,352
96,345 254,480 188,385 582,384
206,294 133,317 304,244 210,69
224,341 307,75 352,28 99,99
459,401 603,438 74,395 241,465
214,61 531,178 277,360 472,373
7,227 311,438 245,93 53,330
571,412 9,318 536,426 267,360
618,107 466,310 127,242 432,275
586,473 309,226 63,108 593,2
557,39 1,7 550,256 476,24
216,458 252,286 524,352 596,303
262,205 611,398 117,328 460,144
61,287 604,33 408,145 30,452
174,163 207,94 586,54 544,239
292,23 191,317 450,73 316,108
265,182 185,336 616,480 370,300
326,203 386,480 234,23 564,68
317,413 455,381 514,19 587,387
628,78 473,86 378,417 425,216
520,22 522,298 544,153 440,326
235,434 409,370 333,31 521,196
235,416 157,169 510,307 611,26
28,281 323,343 240,468 634,260
518,386 101,303 107,385 190,158
225,183 549,186 249,230 100,468
54,275 602,263 625,139 595,171
320,42 522,357 100,418 514,458
466,59 415,354 465,40 61,187
341,296 239,6 385,232 553,363
621,324 226,59 626,67 385,454
288,79 210,15 616,386 14,153
52,153 455,66 435,242 83,390
449,338 408,350 189,47 336,124
220,453 474,281 179,125 215,312
82,478 171,322 384,479 241,230
327,227 138,90 111,44 465,197
522,341 86,151 89,390 602,117
13,452 221,434 103,399 11,187
305,352 109,62 273,459 199,250
526,128 582,113 215,72 233,260
166,285 512,286 272,247 419,122
578,275 594,95 369,25 215,107
504,348 566,274 203,466 459,477
450,160 300,268 211,418 606,268
467,427 555,49 584,182 71,118
486,179 578,479 245,248 380,190
157,201 237,51 325,68 72,340
6,81 144,234 109,234 267,385
44,77 381,265 159,291 320,336
194,232 152,397 454,290 181,238
468,72 388,266 223,390 27,183
468,384 176,249 584,358 428,279
402,40 292,461 412,40 220,252
163,163 194,349 591,471 426,472
108,57 446,213 166,300 344,71
284,130 321,403 165,43 252,227
103,400 192,317 182,225 299,171
255,94 519,176 236,230 479,145
184,254 95,300 635,134 145,15
57,267 343,274 456,72 474,155
325,97 184,308 273,160 476,403
211,459 321,270 376,31 110,19
535,401 309,349 418,48 91,39
17,387 130,224 298,131 313,134
161,285 348,162 313,416 275,441
388,465 528,442 127,407 560,374
356,464 448,350 167,369 544,62
188,216 49,63 136,427 92,311
612,338 178,198 143,321 125,431
69,448 437,199 340,301 202,457
181,251 299,190 233,206 573,347
335,421 152,80 614,90 602,320
619,343 143,416 431,172 342,7
637,290 85,463 114,344 501,295
150,437 498,205 400,80 421,212
48,204 605,384 471,442 580,78
172,39 241,406 507,146 4,177
588,32 472,244 398,264 484,186
623,353 610,474 332,392 625,88
558,269 620,216 320,229 607,426
551,39 269,454 452,56 528,344
355,263 63,376 363,343 592,13
536,131 530,58 211,307 18,52
611,188 263,343 427,362 6,29
511,264 86,355 600,9 128,115
611,290 224,66 140,175 498,366
288,224 375,296 550,178 543,148
435,286 99,270 47,120 20,203
245,374 264,389 306,9 120,102
557,162 241,42 43,85 90,444
632,197 271,168 256,411 195,26
306,13 377,159 255,467 620,289
190,331 469,310 63,267 444,133
118,41 568,341 553,318 374,260
217,430 600,155 373,224 295,340
315,242 523,223 337,86 402,272
363,256 367,204 74,413 616,122
548,472 104,108 396,300 177,229
467,9 324,185 4,26 249,327
583,54 168,196 545,438 54,406
427,445 601,265 268,300 599,242
451,320 377,140 563,103 267,199
200,36 37,351 515,18 110,325
497,187 324,222 348,456 185,124
406,309 115,112 289,446 628,31
621,352 479,42 114,168 579,209
188,65 517,398 63,442 380,384
14,243 507,100 95,391 47,6
255,93 58,152 441,442 76,135
4,191 294,298 632,246 216,232
407,10 332,165 131,471 468,21
255,372 133,49 432,431 536,126
165,479 263,152 81,446 109,416
393,398 129,391 535,193 385,349
360,438 202,459 302,382 608,71
273,95 277,115 179,360 250,343
273,204 371,149 233,168 491,133
323,328 386,316 155,215 556,456
412,152 54,156 334,173 431,55
547,234 65,312 48,426 525,53
525,314 219,132 29,264 357,131
249,188 588,210 179,23 149,416
528,319 637,10 53,313 489,115
398,336 259,335 41,247 96,45
122,221 409,138 63,296 409,432
316,202 484,144 454,339 309,207
524,15 515,49 556,79 6,422
614,97 194,277 453,467 59,227
326,233 627,57 270,357 639,473
550,324 523,168 552,201 373,371
123,147 589,366 211,61 277,469
497,439 147,6 327,194 20,369
620,59 198,442 234,158 18,219
151,324 119,229 148,397 380,31
481,191 137,26 549,284 203,192
581,149 148,226 51,126 287,130
162,273 414,247 492,240 354,430
559,104 49,459 416,42 43,109
264,272 498,385 85,248 610,300
408,83 543,31 260,170 93,359
302,264 412,171 488,387 54,175
624,80 325,206 297,168 321,398
366,179 635,302 401,383 363,226
178,148 185,217 328,314 340,121
583,271 355,248 388,363 36,269
106,219 455,261 86,90 447,453
540,50 211,325 399,151 138,18
536,371 4,296 473,118 110,213
428,312 333,415 489,60 356,335
343,106 585,91 272,114 30,304
48,295 225,137 216,461 566,470
389,311 212,228 632,330 344,410
322,374 28,236 319,214 490,23
8,213 12,357 224,144 301,462
269,110 341,238 74,210 348,73
464,313 467,211 394,394 4,468
469,439 570,107 499,222 381,144
405,406 620,399 476,177 455,153
456,42 603,175 260,216 69,117
612,296 352,224 503,379 469,302
630,19 11,183 503,282 149,288
50,298 311,120 293,381 64,389
145,314 520,375 151,111 216,456
301,281 14,468 4,258 496,154
284,210 495,354 243,206 447,156
110,327 314,446 282,88 59,436
551,74 548,156 69,91 322,449
80,445 531,452 612,209 543,181
529,272 237,410 155,1 436,107
581,271 503,295 346,4 376,351
390,335 224,317 387,157 398,333
440,212 634,87 363,217 532,113
340,239 395,454 399,220 448,381
184,15 502,108 501,174 458,387
161,227 228,433 246,465 130,342
138,229 328,174 222,165 357,382
503,451 504,476 179,399 297,139
367,17 484,124 321,134 565,415
465,369 288,321 7,194 437,336
197,181 389,461 354,257 53,414
253,397 256,286 97,232 68,3
139,21 440,229 608,277 2,377
280,390 637,186 581,402 628,312
246,475 166,201 431,227 452,360
160,128 303,460 488,219 44,72
71,77 143,234 471,392 35,215
161,2 418,304 86,233 436,162
123,279 260,201 430,88 41,339
26,209 393,167 284,181 379,324
207,97 466,67 585,375 574,248
357,37 341,7 54,127 28,466
414,427 183,207 590,420 169,403
226,335 503,451 604,399 365,251
575,93 507,216 513,250 487,262
457,114 206,379 21,40 54,197
630,39 160,288 164,439 205,217
616,265 584,85 2,26 637,46
161,93 569,397 102,211 399,126
609,302 241,225 57,348 27,73
327,427 391,195 194,400 602,51
190,395 238,365 246,288 137,413
302,167 9,445 583,382 70,122
334,343 554,47 591,39 607,142
190,123 391,252 316,467 372,152
568,340 338,33 288,231 12,416
498,319 615,251 407,224 130,287
537,150 47,250 148,310 108,456
329,451 536,114 542,268 49,466
313,91 135,362 478,380 207,353
192,210 148,240 406,450 597,15
216,367 183,227 598,283 70,181
190,328 209,96 33,13 387,134
422,295 433,15 1,384 341,215
480,345 130,71 321,328 395,324
309,115 292,115 639,233 213,111
639,369 386,142 321,32 13,290
80,213 636,282 243,3 538,136
221,450 274,147 613,239 532,81
260,165 115,323 564,146 250,251
88,470 131,92 30,37 576,421
95,154 35,290 360,411 30,212
324,172 200,31 588,72 522,233
633,249 481,130 31,197 69,260
71,446 372,241 417,182 232,80
478,373 553,68 107,16 196,163
601,425 274,37 591,215 591,97
138,471 283,24 207,414 202,241
356,230 421,359 237,321 221,2
447,116 346,446 529,44 420,197
128,295 352,254 447,221 151,427
236,15 214,410 276,430 399,323
407,76 142,157 69,204 329,126
573,274 341,101 254,170 570,230
82,465 468,210 598,46 457,152
111,476 132,368 589,429 421,104
402,376 286,184 572,48 18,330
187,454 396,367 492,144 634,274
538,260 552,391 382,475 484,463
137,339 30,202 328,79 503,408
162,452 408,76 529,72 300,304
597,469 117,83 96,276 627,33
354,239 483,456 593,272 430,283
95,77 161,407 21,228 336,290
76,0 595,132 408,268 547,38
341,82 136,74 4,115 263,385
167,8 463,421 588,100 298,85
327,364 26,353 205,271 23,176
500,360 344,421 248,55 604,46
559,327 144,113 347,342 496,361
2,31 488,286 584,289 341,312
578,377 187,184 377,114 298,68
471,459 189,22 69,425 159,179
379,174 547,263 358,353 433,313
503,458 433,310 91,377 463,145
0,209 304,119 416,364 622,245
454,181 639,472 8,417 539,227
492,155 128,252 47,280 17,249
635,239 37,9 262,393 429,467
173,428 124,398 189,232 365,477
368,471 341,308 111,423 259,129
497,392 521,274 603,137 416,192
456,186 564,224 533,105 77,389
444,79 194,409 317,365 296,2
412,128 159,175 69,209 352,210
82,71 188,121 480,347 532,3
347,104 501,56 381,427 135,111
207,86 194,300 578,473 201,85
70,200 73,43 279,81 616,123
239,174 247,339 57,339 425,23
133,281 177,283 120,320 435,137
592,292 132,375 454,397 170,428
16,448 282,132 243,345 298,343
533,471 533,252 40,316 224,146
175,346 479,269 624,131 259,160
109,190 9,310 374,480 508,234
265,22 26,135 39,92 557,199
350,91 585,362 81,301 129,382
473,141 129,168 0,20 626,121
482,194 533,447 639,80 164,178
96,291 577,361 7,46 460,340
408,360 471,403 88,445 579,421
258,412 264,280 601,463 131,292
23,471 43,281 282,465 1,294
329,157 304,135 350,150 326,480
593,97 215,192 127,393 625,87
35,444 27,233 608,13 303,186
69,392 122,156 242,352 162,436
524,153 227,37 72,50 617,409
101,88 546,353 348,163 499,343
270,199 614,60 456,60 214,355
100,328 137,443 342,281 490,16
631,462 254,119 74,464 191,270
405,194 319,405 507,66 610,233
466,375 72,323 134,431 356,285
207,134 259,384 213,46 276,236
533,434 560,284 549,29 166,302
129,403 367,204 85,157 237,170
64,336 348,37 414,354 70,140
156,94 272,292 77,21 87,454
55,142 604,149 219,69 246,287
2,284 631,185 438,428 191,57
203,98 14,451 525,337 511,238
618,64 566,304 128,331 548,109
516,71 309,171 338,216 350,83
587,236 560,384 419,38 214,192
313,438 421,300 330,447 196,29
272,146 87,248 187,360 495,198
531,24 43,256 111,98 42,76
330,294 411,400 142,345 299,204
29,451 233,339 499,458 241,208
178,381 61,273 189,92 614,253
413,404 276,184 134,146 432,150
73,145 324,398 154,44 336,248
506,61 425,87 587,167 504,132
37,190 195,422 139,390 513,2
178,410 518,41 462,32 286,304
399,296 497,327 640,6 149,238
509,265 322,150 457,465 5,304
239,262 325,14 128,474 56,214
430,415 295,279 214,326 339,53
621,100 182,122 599,221 83,244
259,382 120,130 298,352 62,49
471,193 554,92 108,49 174,341
189,3 436,323 469,271 89,154
97,244 505,276 460,208 47,160
214,432 242,267 632,74 237,392
164,168 30,327 596,32 638,381
466,253 572,193 505,434 150,293
312,362 85,288 209,171 201,211
402,9 554,457 40,286 382,64
407,99 464,297 143,379 577,238
532,137 4,39 561,275 621,70
439,79 87,272 591,272 31,42
392,36 93,122 454,217 567,154
50,253 202,32 318,459 574,298
247,449 357,125 417,381 36,145
5,37 461,440 505,32 89,375
267,27 35,30 549,259 463,477
261,410 349,97 45,457 195,245
493,135 346,363 427,456 67,307
440,302 342,279 612,454 551,215
442,171 328,391 81,423 437,294
387,344 585,407 280,478 613,470
400,421 527,278 437,215 579,251
194,155 349,434 490,201 328,52
528,214 304,81 619,106 317,118
225,178 389,152 279,171 589,455
204,224 633,293 293,86 200,384
599,214 22,463 29,225 424,465
441,207 37,132 23,174 179,26
476,238 426,458 199,51 399,133
119,375 182,380 393,77 447,172
53,374 372,49 99,316 11,260
18,172 629,471 75,228 314,370
47,237 2,467 214,439 596,364
7,317 397,134 248,174 500,54
158,374 163,216 122,186 195,218
307,305 109,106 511,156 252,162
558,246 252,474 126,346 106,70
458,27 212,37 153,0 293,431
589,355 435,308 335,58 267,18
262,228 348,374 608,171 408,102
199,330 241,225 564,66 476,274
628,93 513,197 583,274 7,266
502,378 496,132 570,0 340,50
180,319 102,79 461,474 17,416
285,265 585,216 26,156 471,345
270,329 629,390 172,334 258,366
281,45 79,233 464,333 482,128
515,281 504,289 463,28 474,313
324,17 448,457 85,243 106,266
275,14 14,313 197,456 598,115
204,118 423,111 513,252 27,182
132,342 29,42 192,352 575,365
162,472 588,161 507,324 610,123
556,65 187,285 171,331 45,242
263,313 262,148 322,402 544,242
77,116 524,351 636,236 553,231
520,217 455,316 590,122 346,216
553,367 177,444 561,181 472,95
85,324 120,373 88,93 585,113
223,2 209,191 615,411 487,124
311,459 285,254 210,348 637,36
78,366 388,436 455,264 460,168
116,33 517,400 220,361 603,469
191,432 464,55 94,53 66,299
572,348 170,399 271,458 170,211
575,199 434,298 307,247 174,145
152,105 140,299 479,197 551,127
330,386 244,245 483,141 46,239
275,427 222,349 230,440 115,407
418,92 7,356 318,144 228,454
115,388 532,68 347,49 408,438
125,82 311,156 128,122 105,328
77,318 518,379 71,422 98,421
216,470 329,340 448,143 289,111
314,449 102,222 4,87 163,73
174,325 581,148 558,192 397,57
62,131 593,169 360,393 399,346
619,398 417,58 218,282 514,227
27,195 423,28 635,287 37,354
89,162 629,212 248,344 431,376
222,470 568,350 343,352 348,456
313,14 556,91 323,198 597,291
247,310 617,91 413,74 604,150
440,30 278,362 459,75 385,192
406,323 550,384 287,46 358,357
498,391 69,187 239,92 310,321
604,80 390,284 100,65 540,438
147,332 10,408 188,429 203,83
548,8 624,413 334,30 132,361
292,17 58,252 198,214 509,439
533,448 100,7 155,303 6,138
279,315 69,391 145,69 221,73
44,47 393,248 243,85 87,313
634,251 300,400 199,367 617,240
330,127 587,471 383,15 245,15
629,140 447,132 78,95 357,409
344,293 62,349 286,240 10,290
220,61 76,97 74,135 574,68
10,92 239,103 26,165 536,8
213,121 446,132 382,381 511,9
383,288 189,184 540,43 603,296
546,290 204,358 357,270 148,50
94,122 289,268 583,379 220,437
304,296 527,78 158,448 40,193
223,466 448,210 193,72 550,0
377,79 197,121 180,422 393,317
146,316 592,465 556,183 338,222
541,328 356,417 479,37 165,342
111,226 29,280 366,150 347,222
